Date,Adj Close
2021-11-03,33.2599983215332
2021-11-04,33.25
2021-11-05,33.33000183105469
2021-11-08,33.137001037597656
2021-11-09,32.90700149536133
2021-11-10,32.75
2021-11-11,32.83700180053711
2021-11-12,32.83000183105469
2021-11-15,32.715999603271484
2021-11-16,32.7400016784668
2021-11-17,32.73699951171875
2021-11-18,32.62099838256836
2021-11-19,32.58000183105469
2021-11-22,32.79999923706055
2021-11-23,33.02000045776367
2021-11-24,33.12799835205078
2021-11-25,33.369998931884766
2021-11-26,33.40999984741211
2021-11-29,33.56399917602539
2021-11-30,33.665000915527344
2021-12-01,33.66999816894531
2021-12-02,33.72999954223633
2021-12-03,33.85300064086914
2021-12-06,33.779998779296875
2021-12-07,33.83000183105469
2021-12-08,33.61000061035156
2021-12-09,33.439998626708984
2021-12-10,33.58000183105469
2021-12-13,33.15800094604492
2021-12-14,33.41400146484375
2021-12-15,33.41999816894531
2021-12-16,33.395999908447266
2021-12-17,33.400001525878906
2021-12-20,33.27799987792969
2021-12-21,33.61000061035156
2021-12-22,33.62799835205078
2021-12-23,33.55799865722656
2021-12-24,33.512001037597656
2021-12-27,33.37699890136719
2021-12-28,33.51100158691406
2021-12-29,33.50699996948242
2021-12-30,33.44499969482422
2021-12-31,33.32500076293945
2022-01-03,33.11100006103516
2022-01-04,33.24300003051758
2022-01-05,33.24100112915039
2022-01-06,33.24800109863281
2022-01-07,33.553001403808594
2022-01-10,33.58599853515625
2022-01-11,33.61800003051758
2022-01-12,33.301998138427734
2022-01-13,33.250999450683594
2022-01-14,33.20000076293945
2022-01-17,33.16299819946289
2022-01-18,33.084999084472656
2022-01-19,33.095001220703125
2022-01-20,32.90999984741211
2022-01-21,32.91299819946289
2022-01-24,32.935001373291016
2022-01-25,32.99300003051758
