Date,Adj Close
2021-10-29,591.5999755859375
2021-11-01,573.0
2021-11-02,579.5
2021-11-03,609.2999877929688
2021-11-04,606.0
2021-11-05,615.0
2021-11-08,591.0999755859375
2021-11-09,587.5
2021-11-10,586.5
2021-11-11,550.0
2021-11-12,540.0999755859375
2021-11-15,536.0
2021-11-16,667.0
2021-11-17,712.0
2021-11-18,757.0
2021-11-19,801.9000244140625
2021-11-22,772.5999755859375
2021-11-23,779.4000244140625
2021-11-24,791.5
2021-11-26,766.2000122070312
2021-11-29,794.5
2021-11-30,824.5
2021-12-01,869.5
2021-12-02,914.5
2021-12-03,906.7000122070312
2021-12-06,936.7000122070312
2021-12-07,949.2999877929688
2021-12-08,979.2999877929688
2021-12-09,1024.300048828125
2021-12-10,1069.300048828125
2021-12-13,1114.300048828125
2021-12-14,1105.4000244140625
2021-12-15,1109.5
2021-12-16,1119.0999755859375
2021-12-17,1089.0999755859375
2021-12-20,1044.0999755859375
2021-12-21,1004.7999877929688
2021-12-22,1022.4000244140624
2021-12-23,1052.4000244140625
2021-12-27,1097.4000244140625
2021-12-28,1142.4000244140625
2021-12-29,1169.4000244140625
2021-12-30,1157.699951171875
2021-12-31,1147.9000244140625
2022-01-03,1112.0
2022-01-04,1133.0
2022-01-05,1159.5
2022-01-06,1191.4000244140625
2022-01-07,1188.0
2022-01-10,1160.0
2022-01-11,1204.9000244140625
2022-01-12,1212.0
2022-01-13,1229.0999755859375
2022-01-14,1237.0999755859375
2022-01-18,1278.699951171875
2022-01-19,1233.699951171875
2022-01-20,1188.699951171875
2022-01-21,1143.699951171875
2022-01-24,1098.699951171875
2022-01-25,1053.699951171875
