Date,Adj Close
2021-10-29,729.75
2021-11-01,750.75
2021-11-02,760.25
2021-11-03,746.5
2021-11-04,741.0
2021-11-05,749.0
2021-11-08,723.5
2021-11-09,716.25
2021-11-10,740.0
2021-11-11,725.0
2021-11-12,734.0
2021-11-15,723.25
2021-11-16,730.5
2021-11-17,739.5
2021-11-18,756.5
2021-11-19,764.5
2021-11-22,751.0
2021-11-23,747.25
2021-11-24,750.5
2021-11-26,755.0
2021-11-29,746.75
2021-11-30,723.0
2021-12-01,710.0
2021-12-02,740.75
2021-12-03,725.0
2021-12-06,735.0
2021-12-07,737.25
2021-12-08,732.0
2021-12-09,719.5
2021-12-10,718.0
2021-12-13,711.25
2021-12-14,711.25
2021-12-15,711.0
2021-12-16,711.75
2021-12-17,702.25
2021-12-20,662.25
2021-12-21,666.75
2021-12-22,693.5
2021-12-23,707.0
2021-12-27,724.0
2021-12-28,702.5
2021-12-29,695.25
2021-12-30,686.5
2021-12-31,683.0
2022-01-03,680.75
2022-01-04,692.0
2022-01-05,685.0
2022-01-06,670.5
2022-01-07,668.25
2022-01-10,664.0
2022-01-11,656.0
2022-01-12,646.0
2022-01-13,623.0
2022-01-14,609.0
2022-01-18,646.75
2022-01-19,655.5
2022-01-20,641.0
2022-01-21,623.0
2022-01-24,631.25
2022-01-25,652.5
