Date,Adj Close
2021-10-29,568.25
2021-11-01,579.0
2021-11-02,573.0
2021-11-03,564.0
2021-11-04,559.25
2021-11-05,553.0
2021-11-08,551.5
2021-11-09,554.75
2021-11-10,569.25
2021-11-11,569.5
2021-11-12,577.25
2021-11-15,576.5
2021-11-16,571.0
2021-11-17,575.25
2021-11-18,573.0
2021-11-19,570.75
2021-11-22,576.75
2021-11-23,580.5
2021-11-24,579.75
2021-11-26,586.75
2021-11-29,581.0
2021-11-30,567.0
2021-12-01,572.0
2021-12-02,577.0
2021-12-03,586.0
2021-12-06,583.5
2021-12-07,586.25
2021-12-08,584.75
2021-12-09,588.5
2021-12-10,588.5
2021-12-13,584.25
2021-12-14,588.75
2021-12-15,585.75
2021-12-16,591.25
2021-12-17,593.25
2021-12-20,591.0
2021-12-21,598.25
2021-12-22,602.5
2021-12-23,605.75
2021-12-27,614.75
2021-12-28,604.75
2021-12-29,605.5
2021-12-30,596.0
2021-12-31,593.25
2022-01-03,589.25
2022-01-04,609.5
2022-01-05,602.25
2022-01-06,603.75
2022-01-07,606.75
2022-01-10,599.75
2022-01-11,601.0
2022-01-12,599.0
2022-01-13,587.5
2022-01-14,596.25
2022-01-18,599.5
2022-01-19,610.5
2022-01-20,611.0
2022-01-21,616.25
2022-01-24,621.0
2022-01-25,620.0
