Date,Adj Close
2021-10-29,7639.10009765625
2021-11-01,7692.2001953125
2021-11-02,7646.60009765625
2021-11-03,7713.0
2021-11-04,7746.2998046875
2021-11-05,7777.2001953125
2021-11-08,7767.89990234375
2021-11-09,7756.2998046875
2021-11-10,7737.39990234375
2021-11-11,7701.2001953125
2021-11-12,7765.7998046875
2021-11-15,7798.2001953125
2021-11-16,7747.10009765625
2021-11-17,7704.0
2021-11-18,7713.2001953125
2021-11-19,7729.89990234375
2021-11-22,7688.2998046875
2021-11-23,7741.7001953125
2021-11-24,7725.5
2021-11-25,7736.89990234375
2021-11-26,7599.89990234375
2021-11-29,7562.5
2021-11-30,7587.39990234375
2021-12-01,7557.7998046875
2021-12-02,7536.10009765625
2021-12-03,7543.60009765625
2021-12-06,7529.0
2021-12-07,7605.2001953125
2021-12-08,7707.2001953125
2021-12-09,7689.39990234375
2021-12-10,7667.89990234375
2021-12-13,7697.5
2021-12-14,7698.2998046875
2021-12-15,7636.2001953125
2021-12-16,7618.5
2021-12-17,7626.2001953125
2021-12-20,7602.2001953125
2021-12-21,7666.7001953125
2021-12-22,7682.60009765625
2021-12-23,7707.5
2021-12-24,7744.7001953125
2021-12-29,7840.2998046875
2021-12-30,7843.7001953125
2021-12-31,7779.2001953125
2022-01-04,7926.7998046875
2022-01-05,7899.60009765625
2022-01-06,7679.2998046875
2022-01-07,7774.39990234375
2022-01-10,7766.10009765625
2022-01-11,7710.7001953125
2022-01-12,7762.2001953125
2022-01-13,7797.5
2022-01-14,7717.10009765625
2022-01-17,7739.2998046875
2022-01-18,7735.7998046875
2022-01-19,7656.60009765625
2022-01-20,7668.89990234375
2022-01-21,7490.10009765625
2022-01-24,7441.5
2022-01-25,7248.10009765625
