Date,Adj Close
2021-11-02,25099.669921875
2021-11-03,25024.75
2021-11-04,25225.189453125
2021-11-05,24870.509765625
2021-11-08,24763.76953125
2021-11-09,24813.130859375
2021-11-10,24996.140625
2021-11-11,25247.990234375
2021-11-12,25327.970703125
2021-11-15,25390.91015625
2021-11-16,25713.779296875
2021-11-17,25650.080078125
2021-11-18,25319.720703125
2021-11-19,25049.970703125
2021-11-22,24951.33984375
2021-11-23,24651.580078125
2021-11-24,24685.5
2021-11-25,24740.16015625
2021-11-26,24080.51953125
2021-11-29,23852.240234375
2021-11-30,23475.259765625
2021-12-01,23658.919921875
2021-12-02,23788.9296875
2021-12-03,23766.689453125
2021-12-06,23349.380859375
2021-12-07,23983.66015625
2021-12-08,23996.869140625
2021-12-09,24254.859375
2021-12-10,23995.720703125
2021-12-13,23954.580078125
2021-12-14,23635.94921875
2021-12-15,23420.759765625
2021-12-16,23475.5
2021-12-17,23192.630859375
2021-12-20,22744.859375
2021-12-21,22971.330078125
2021-12-22,23102.330078125
2021-12-23,23193.640625
2021-12-24,23223.759765625
2021-12-28,23280.560546875
2021-12-29,23086.5390625
2021-12-30,23112.009765625
2021-12-31,23397.669921875
2022-01-03,23274.75
2022-01-04,23289.83984375
2022-01-05,22907.25
2022-01-06,23072.859375
2022-01-07,23493.380859375
2022-01-10,23746.5390625
2022-01-11,23739.060546875
2022-01-12,24402.169921875
2022-01-13,24429.76953125
2022-01-14,24383.3203125
2022-01-17,24218.029296875
2022-01-18,24112.779296875
2022-01-19,24127.849609375
2022-01-20,24952.349609375
2022-01-21,24965.55078125
2022-01-24,24656.4609375
2022-01-25,24243.609375
