Date,Adj Close
2021-10-29,332.6000061035156
2021-11-01,329.1000061035156
2021-11-02,337.20001220703125
2021-11-03,340.79998779296875
2021-11-04,335.79998779296875
2021-11-05,332.70001220703125
2021-11-08,331.79998779296875
2021-11-09,342.5
2021-11-10,342.3999938964844
2021-11-11,344.5
2021-11-12,362.1000061035156
2021-11-15,371.7000122070313
2021-11-16,367.5
2021-11-17,374.7000122070313
2021-11-18,370.3999938964844
2021-11-19,371.7999877929688
2021-11-22,370.0
2021-11-23,362.2000122070313
2021-11-24,357.6000061035156
2021-11-26,356.20001220703125
2021-11-29,347.70001220703125
2021-11-30,348.79998779296875
2021-12-01,356.5
2021-12-02,358.0
2021-12-03,367.7000122070313
2021-12-06,359.70001220703125
2021-12-07,358.8999938964844
2021-12-08,365.6000061035156
2021-12-09,368.7999877929688
2021-12-10,377.8999938964844
2021-12-13,384.0
2021-12-14,404.5
2021-12-15,372.2000122070313
2021-12-16,372.2999877929688
2021-12-17,379.5
2021-12-20,386.2000122070313
2021-12-21,394.0
2021-12-22,402.7999877929688
2021-12-23,406.1000061035156
2021-12-27,414.7999877929688
2021-12-28,415.8999938964844
2021-12-29,415.3999938964844
2021-12-30,413.6000061035156
2021-12-31,411.7000122070313
2022-01-03,423.8999938964844
2022-01-04,427.6000061035156
2022-01-05,424.1000061035156
2022-01-06,420.3999938964844
2022-01-07,433.5
2022-01-10,427.6000061035156
2022-01-11,427.2999877929688
2022-01-12,431.0
2022-01-13,423.7000122070313
2022-01-14,445.0
2022-01-18,390.1000061035156
2022-01-19,398.2999877929688
2022-01-20,400.7999877929688
2022-01-21,392.7000122070313
2022-01-24,393.8999938964844
2022-01-25,392.0
