Date,Adj Close
2021-11-01,60138.4609375
2021-11-02,60029.05859375
2021-11-03,59771.921875
2021-11-04,60067.62109375
2021-11-08,60545.609375
2021-11-09,60433.44921875
2021-11-10,60352.8203125
2021-11-11,59919.69140625
2021-11-12,60686.69140625
2021-11-15,60718.7109375
2021-11-16,60322.37109375
2021-11-17,60008.328125
2021-11-18,59636.01171875
2021-11-22,58465.890625
2021-11-23,58664.328125
2021-11-24,58340.98828125
2021-11-25,58795.08984375
2021-11-26,57107.1484375
2021-11-29,57260.578125
2021-11-30,57064.87109375
2021-12-01,57684.7890625
2021-12-02,58461.2890625
2021-12-03,57696.4609375
2021-12-06,56747.140625
2021-12-07,57633.6484375
2021-12-08,58649.6796875
2021-12-09,58807.12890625
2021-12-10,58786.671875
2021-12-13,58283.421875
2021-12-14,58117.08984375
2021-12-15,57788.03125
2021-12-16,57901.140625
2021-12-17,57011.73828125
2021-12-20,55822.01171875
2021-12-21,56319.01171875
2021-12-22,56930.55859375
2021-12-23,57315.28125
2021-12-24,57124.30859375
2021-12-27,57420.23828125
2021-12-28,57897.48046875
2021-12-29,57806.48828125
2021-12-30,57794.3203125
2021-12-31,58253.8203125
2022-01-03,59183.21875
2022-01-04,59855.9296875
2022-01-05,60223.1484375
2022-01-06,59601.83984375
2022-01-07,59744.6484375
2022-01-10,60395.62890625
2022-01-11,60616.890625
2022-01-12,61150.0390625
2022-01-13,61235.30078125
2022-01-14,61223.03125
2022-01-17,61308.91015625
2022-01-18,60754.859375
2022-01-19,60098.8203125
2022-01-20,59464.62109375
2022-01-21,59037.1796875
2022-01-24,57491.51171875
2022-01-25,57858.1484375
