Date,Adj Close
2021-11-02,3232.3701171875
2021-11-03,3219.68994140625
2021-11-05,3242.340087890625
2021-11-08,3263.89990234375
2021-11-09,3243.419921875
2021-11-10,3231.320068359375
2021-11-11,3238.070068359375
2021-11-12,3228.449951171875
2021-11-15,3240.580078125
2021-11-16,3238.800048828125
2021-11-17,3232.679931640625
2021-11-18,3237.02001953125
2021-11-19,3232.340087890625
2021-11-22,3237.080078125
2021-11-23,3227.530029296875
2021-11-24,3227.14990234375
2021-11-25,3221.52001953125
2021-11-26,3166.27001953125
2021-11-29,3120.580078125
2021-11-30,3041.2900390625
2021-12-01,3098.25
2021-12-02,3092.110107421875
2021-12-03,3101.929931640625
2021-12-06,3116.320068359375
2021-12-07,3134.659912109375
2021-12-08,3129.77001953125
2021-12-09,3142.449951171875
2021-12-10,3135.610107421875
2021-12-13,3119.949951171875
2021-12-14,3121.090087890625
2021-12-15,3114.8798828125
2021-12-16,3128.800048828125
2021-12-17,3111.6298828125
2021-12-20,3072.969970703125
2021-12-21,3085.080078125
2021-12-22,3087.510009765625
2021-12-23,3096.81005859375
2021-12-24,3108.280029296875
2021-12-27,3104.239990234375
2021-12-28,3128.409912109375
2021-12-29,3138.02001953125
2021-12-30,3126.639892578125
2021-12-31,3123.679931640625
2022-01-03,3134.25
2022-01-04,3181.1298828125
2022-01-05,3163.43994140625
2022-01-06,3184.300048828125
2022-01-07,3205.260009765625
2022-01-10,3227.050048828125
2022-01-11,3246.3701171875
2022-01-12,3254.97998046875
2022-01-13,3257.300048828125
2022-01-14,3281.969970703125
2022-01-17,3287.949951171875
2022-01-18,3280.0400390625
2022-01-19,3283.93994140625
2022-01-20,3294.820068359375
2022-01-21,3294.860107421875
2022-01-24,3283.35009765625
2022-01-25,3247.760009765625
